grid_id,date,rainfall_mm_day,is_provisional
AIZ_GRID_049,2026-09-10,4.7,True
AIZ_GRID_050,2026-09-03,13.8,False
AIZ_GRID_050,2026-09-04,9.0,False
AIZ_GRID_050,2026-09-05,1.8,False
AIZ_GRID_050,2026-09-06,15.7,False
AIZ_GRID_050,2026-09-07,10.3,False
AIZ_GRID_050,2026-09-08,30.0,False
AIZ_GRID_050,2026-09-09,15.6,False
AIZ_GRID_050,2026-09-10,5.8,True
AIZ_GRID_051,2026-09-03,14.8,False
AIZ_GRID_051,2026-09-04,10.6,False
AIZ_GRID_051,2026-09-05,3.7,False
AIZ_GRID_051,2026-09-06,11.5,False
AIZ_GRID_051,2026-09-07,8.7,False
AIZ_GRID_051,2026-09-08,27.9,False
AIZ_GRID_051,2026-09-09,15.5,False
AIZ_GRID_051,2026-09-10,2.5,True
AIZ_GRID_052,2026-09-03,14.8,False
AIZ_GRID_052,2026-09-04,10.6,False
AIZ_GRID_052,2026-09-05,3.7,False
AIZ_GRID_052,2026-09-06,11.5,False
AIZ_GRID_052,2026-09-07,8.7,False
AIZ_GRID_052,2026-09-08,27.9,False
AIZ_GRID_052,2026-09-09,15.5,False
AIZ_GRID_052,2026-09-10,2.5,True
AIZ_GRID_057,2026-09-03,13.8,False
AIZ_GRID_057,2026-09-04,9.0,False
AIZ_GRID_057,2026-09-05,1.8,False
AIZ_GRID_057,2026-09-06,15.7,False
AIZ_GRID_057,2026-09-07,10.3,False
AIZ_GRID_057,2026-09-08,30.0,False
AIZ_GRID_057,2026-09-09,15.6,False
AIZ_GRID_057,2026-09-10,5.8,True
AIZ_GRID_059,2026-09-03,14.8,False
AIZ_GRID_059,2026-09-04,10.6,False
AIZ_GRID_059,2026-09-05,3.7,False
AIZ_GRID_059,2026-09-06,11.5,False
AIZ_GRID_059,2026-09-07,8.7,False
AIZ_GRID_059,2026-09-08,27.9,False
AIZ_GRID_059,2026-09-09,15.5,False
AIZ_GRID_059,2026-09-10,2.5,True
AIZ_GRID_069,2026-09-03,20.5,False
AIZ_GRID_069,2026-09-04,13.7,False
AIZ_GRID_069,2026-09-05,2.4,False
AIZ_GRID_069,2026-09-06,12.6,False
AIZ_GRID_069,2026-09-07,6.7,False
AIZ_GRID_069,2026-09-08,32.2,False
AIZ_GRID_069,2026-09-09,14.3,False
AIZ_GRID_069,2026-09-10,2.2,True
AIZ_GRID_070,2026-09-03,20.5,False
AIZ_GRID_070,2026-09-04,13.7,False
AIZ_GRID_070,2026-09-05,2.4,False
AIZ_GRID_070,2026-09-06,12.6,False
AIZ_GRID_070,2026-09-07,6.7,False
AIZ_GRID_070,2026-09-08,32.2,False
AIZ_GRID_070,2026-09-09,14.3,False
AIZ_GRID_070,2026-09-10,2.2,True
AIZ_GRID_111,2026-09-03,19.9,False
AIZ_GRID_111,2026-09-04,12.9,False
AIZ_GRID_111,2026-09-05,5.3,False
AIZ_GRID_111,2026-09-06,15.2,False
AIZ_GRID_111,2026-09-07,7.2,False
AIZ_GRID_111,2026-09-08,32.1,False
AIZ_GRID_111,2026-09-09,13.5,False
AIZ_GRID_111,2026-09-10,2.5,True
AIZ_GRID_116,2026-09-03,19.7,False
AIZ_GRID_116,2026-09-04,15.6,False
AIZ_GRID_116,2026-09-05,8.8,False
AIZ_GRID_116,2026-09-06,20.9,False
AIZ_GRID_116,2026-09-07,13.4,False
AIZ_GRID_116,2026-09-08,40.1,False
AIZ_GRID_116,2026-09-09,12.1,False
AIZ_GRID_116,2026-09-10,2.9,True
AIZ_GRID_117,2026-09-03,19.7,False
AIZ_GRID_117,2026-09-04,15.6,False
AIZ_GRID_117,2026-09-05,8.8,False
AIZ_GRID_117,2026-09-06,20.9,False
AIZ_GRID_117,2026-09-07,13.4,False
AIZ_GRID_117,2026-09-08,40.1,False
AIZ_GRID_117,2026-09-09,12.1,False
AIZ_GRID_117,2026-09-10,2.9,True
AIZ_GRID_122,2026-09-03,27.1,False
AIZ_GRID_122,2026-09-04,16.3,False
AIZ_GRID_122,2026-09-05,9.7,False
AIZ_GRID_122,2026-09-06,22.8,False
AIZ_GRID_122,2026-09-07,16.7,False
AIZ_GRID_122,2026-09-08,39.9,False
AIZ_GRID_122,2026-09-09,12.9,False
AIZ_GRID_122,2026-09-10,2.3,True
