location_id,latitude,longitude,elevation_m,slope_deg
AIZ_GRID_026_23.618611_92.79,23.618611,92.79,321.0,2.9555916786193848
AIZ_GRID_026_23.623333_92.788889,23.623333,92.788889,213.0,39.47304534912109
AIZ_GRID_026_23.623611_92.788889,23.623611,92.788889,221.0,41.08526992797852
AIZ_GRID_026_23.625278_92.786389,23.625278,92.786389,189.0,12.226375579833984
AIZ_GRID_026_23.601111_92.758889,23.601111,92.758889,575.0,24.1611557006836
AIZ_GRID_019_23.595278_92.717222,23.595278,92.717222,732.0,17.710098266601562
AIZ_GRID_019_23.590556_92.716111,23.590556,92.716111,770.0,21.52736473083496
AIZ_GRID_019_23.590278_92.715833,23.590278,92.715833,782.0,20.421350479125977
AIZ_GRID_019_23.586389_92.713889,23.586389,92.713889,823.0,36.12057876586914
AIZ_GRID_019_23.583889_92.711667,23.583889,92.711667,816.0,13.693663597106934
AIZ_GRID_019_23.571389_92.709722,23.571389,92.709722,860.0,27.484453201293945
AIZ_GRID_019_23.570556_92.708889,23.570556,92.708889,889.0,21.697189331054688
AIZ_GRID_019_23.570278_92.707222,23.570278,92.707222,856.0,25.835494995117188
AIZ_GRID_019_23.553889_92.704722,23.553889,92.704722,825.0,11.157310485839844
AIZ_GRID_019_23.554444_92.705278,23.554444,92.705278,821.0,9.732787132263184
AIZ_GRID_019_23.5625_92.707778,23.5625,92.707778,819.0,17.675397872924805
AIZ_GRID_019_23.565556_92.7075,23.565556,92.7075,832.0,34.170413970947266
AIZ_GRID_019_23.55_92.704444,23.55,92.704444,832.0,33.73912811279297
AIZ_GRID_012_23.532222_92.735,23.532222,92.735,990.0,14.769588470458984
AIZ_GRID_012_23.535556_92.723333,23.535556,92.723333,914.0,8.517380714416504
AIZ_GRID_012_23.538056_92.718611,23.538056,92.718611,884.0,12.012615203857422
AIZ_GRID_012_23.548333_92.710833,23.548333,92.710833,937.0,13.521445274353027
AIZ_GRID_012_23.548889_92.705556,23.548889,92.705556,919.0,29.59077835083008
AIZ_GRID_012_23.545_92.703333,23.545,92.703333,863.0,28.738073348999023
AIZ_GRID_011_23.536944_92.6975,23.536944,92.6975,834.0,27.686426162719727
AIZ_GRID_011_23.536111_92.697778,23.536111,92.697778,891.0,36.53855514526367
AIZ_GRID_011_23.535556_92.696944,23.535556,92.696944,871.0,25.01380729675293
AIZ_GRID_011_23.530278_92.696667,23.530278,92.696667,852.0,42.04297256469727
AIZ_GRID_011_23.528611_92.6975,23.528611,92.6975,857.0,34.13237762451172
AIZ_GRID_011_23.527778_92.698611,23.527778,92.698611,820.0,23.665401458740234
AIZ_GRID_012_23.522778_92.702778,23.522778,92.702778,807.0,24.79594039916992
AIZ_GRID_012_23.519444_92.700556,23.519444,92.700556,805.0,25.67679786682129
AIZ_GRID_011_23.514444_92.698056,23.514444,92.698056,826.0,15.696943283081056
AIZ_GRID_011_23.510556_92.699722,23.510556,92.699722,825.0,34.256961822509766
AIZ_GRID_011_23.508611_92.698056,23.508611,92.698056,840.0,25.545066833496094
AIZ_GRID_011_23.506944_92.696389,23.506944,92.696389,847.0,26.36637687683105
AIZ_GRID_011_23.505278_92.6975,23.505278,92.6975,854.0,24.19708824157715
AIZ_GRID_019_23.550278_92.704444,23.550278,92.704444,826.0,30.67173194885254
AIZ_GRID_012_23.543056_92.700556,23.543056,92.700556,796.0,28.20966529846192
AIZ_GRID_011_23.539722_92.699444,23.539722,92.699444,811.0,32.35097122192383
AIZ_GRID_011_23.537778_92.698333,23.537778,92.698333,821.0,30.976280212402344
AIZ_GRID_011_23.542778_92.676389,23.542778,92.676389,660.0,18.54336929321289
AIZ_GRID_011_23.542778_92.674722,23.542778,92.674722,635.0,36.6032600402832
AIZ_GRID_011_23.543333_92.664722,23.543333,92.664722,676.0,18.69658851623535
AIZ_GRID_011_23.541667_92.664722,23.541667,92.664722,707.0,17.52849578857422
AIZ_GRID_011_23.539444_92.665278,23.539444,92.665278,621.0,26.114858627319336
AIZ_GRID_011_23.538889_92.6625,23.538889,92.6625,622.0,17.99090576171875
AIZ_GRID_011_23.539444_92.658889,23.539444,92.658889,567.0,13.249390602111816
AIZ_GRID_011_23.536111_92.655278,23.536111,92.655278,499.0,35.05294418334961
AIZ_GRID_011_23.526944_92.654444,23.526944,92.654444,405.0,22.05249214172364
AIZ_GRID_008_23.450833_92.6825,23.450833,92.6825,905.0,9.49730396270752
AIZ_GRID_004_23.448056_92.683333,23.448056,92.683333,863.0,19.51909446716309
AIZ_GRID_004_23.443333_92.685278,23.443333,92.685278,857.0,13.42956829071045
AIZ_GRID_005_23.427222_92.712778,23.427222,92.712778,919.0,37.948974609375
AIZ_GRID_005_23.416944_92.718056,23.416944,92.718056,1086.0,32.3216667175293
AIZ_GRID_005_23.41_92.749444,23.41,92.749444,1229.0,29.402381896972656
AIZ_GRID_002_23.379722_92.751667,23.379722,92.751667,1289.0,28.547969818115234
AIZ_GRID_002_23.356944_92.770278,23.356944,92.770278,1033.0,27.22526359558105
AIZ_GRID_002_23.356389_92.770278,23.356389,92.770278,1008.0,23.494129180908203
AIZ_GRID_002_23.391667_92.755278,23.391667,92.755278,1306.0,29.517797470092773
AIZ_GRID_006_23.431944_92.760833,23.431944,92.760833,1475.0,26.61834716796875
AIZ_GRID_006_23.441389_92.778889,23.441389,92.778889,1340.0,27.899396896362305
AIZ_GRID_009_23.485556_92.703056,23.485556,92.703056,971.0,18.54336929321289
AIZ_GRID_009_23.490833_92.705556,23.490833,92.705556,1018.0,40.86216735839844
AIZ_GRID_009_23.498611_92.703889,23.498611,92.703889,982.0,35.61542892456055
AIZ_GRID_036_23.661944_92.854167,23.661944,92.854167,844.0,19.49338150024414
AIZ_GRID_036_23.682778_92.8575,23.682778,92.8575,954.0,31.85177993774414
AIZ_GRID_036_23.683056_92.8575,23.683056,92.8575,968.0,20.1423397064209
AIZ_GRID_044_23.713889_92.857222,23.713889,92.857222,854.0,37.932899475097656
AIZ_GRID_036_23.686389_92.858333,23.686389,92.858333,930.0,29.90041923522949
AIZ_GRID_036_23.694722_92.859722,23.694722,92.859722,947.0,18.589183807373047
AIZ_GRID_044_23.714167_92.858056,23.714167,92.858056,888.0,21.22980499267578
AIZ_GRID_044_23.727222_92.854722,23.727222,92.854722,819.0,33.35020446777344
AIZ_GRID_044_23.729722_92.853056,23.729722,92.853056,786.0,31.50731658935547
AIZ_GRID_043_23.731111_92.846389,23.731111,92.846389,712.0,26.61834716796875
AIZ_GRID_043_23.733611_92.843056,23.733611,92.843056,690.0,26.75701713562012
AIZ_GRID_043_23.738333_92.813333,23.738333,92.813333,403.0,23.66083526611328
AIZ_GRID_043_23.736944_92.813611,23.736944,92.813611,410.0,32.32339096069336
AIZ_GRID_043_23.734722_92.813333,23.734722,92.813333,429.0,39.07339096069336
AIZ_GRID_042_23.729167_92.758889,23.729167,92.758889,987.0,20.633180618286133
AIZ_GRID_042_23.73_92.758333,23.73,92.758333,928.0,38.79518508911133
AIZ_GRID_042_23.730556_92.758611,23.730556,92.758611,897.0,42.51365280151367
AIZ_GRID_042_23.729167_92.765833,23.729167,92.765833,780.0,12.226375579833984
AIZ_GRID_042_23.730278_92.768611,23.730278,92.768611,744.0,20.63872718811035
AIZ_GRID_042_23.732222_92.765556,23.732222,92.765556,911.0,23.523117065429688
AIZ_GRID_042_23.737944_92.786139,23.737944,92.786139,562.0,31.820539474487305
AIZ_GRID_042_23.7375_92.788056,23.7375,92.788056,548.0,20.440710067749023
AIZ_GRID_042_23.733889_92.793889,23.733889,92.793889,315.0,17.52849578857422
AIZ_GRID_042_23.722222_92.798611,23.722222,92.798611,197.0,13.943257331848145
AIZ_GRID_042_23.721389_92.799444,23.721389,92.799444,204.0,22.36122703552246
AIZ_GRID_044_23.721389_92.857778,23.721389,92.857778,801.0,27.212526321411133
AIZ_GRID_044_23.720833_92.864722,23.720833,92.864722,819.0,36.6032600402832
AIZ_GRID_044_23.711667_92.878333,23.711667,92.878333,592.0,31.382339477539062
AIZ_GRID_044_23.711111_92.878611,23.711111,92.878611,588.0,28.334793090820312
AIZ_GRID_044_23.703333_92.876389,23.703333,92.876389,575.0,12.124710083007812
AIZ_GRID_043_23.733611_92.848333,23.733611,92.848333,740.0,21.118059158325195
AIZ_GRID_044_23.733611_92.853056,23.733611,92.853056,828.0,35.638023376464844
AIZ_GRID_044_23.735_92.856667,23.735,92.856667,788.0,31.7506046295166
AIZ_GRID_044_23.736667_92.856111,23.736667,92.856111,763.0,31.89004707336425
AIZ_GRID_044_23.735833_92.851944,23.735833,92.851944,708.0,26.08116340637207
AIZ_GRID_044_23.744167_92.855556,23.744167,92.855556,850.0,18.79589080810547
AIZ_GRID_044_23.743611_92.854167,23.743611,92.854167,830.0,28.89985084533692
AIZ_GRID_051_23.761111_92.847778,23.761111,92.847778,791.0,26.51814651489257
AIZ_GRID_052_23.761667_92.850833,23.761667,92.850833,809.0,26.21508979797364
AIZ_GRID_051_23.765278_92.85,23.765278,92.85,780.0,18.54336929321289
AIZ_GRID_052_23.768611_92.851389,23.768611,92.851389,773.0,34.02273178100586
